starelid,staop1,staop2,staop3,staop4,staop5,stakind1,stakind2,stakind3,stakind4,stakind5,stawidth,staattnum,stainherit,stavalues1,stavalues2,stavalues3,stavalues4,stavalues5,stadistinct,stanullfrac,stanumbers1,stanumbers2,stanumbers3,stanumbers4,stanumbers5
1249,91,58,0,0,0,1,3,0,0,0,1,17,false,{f},NULL,NULL,NULL,NULL,1,0,{1},{1},NULL,NULL,NULL
1249,91,58,0,0,0,1,3,0,0,0,1,18,false,{t},NULL,NULL,NULL,NULL,1,0,{1},{1},NULL,NULL,NULL
1249,96,97,0,0,0,1,3,0,0,0,4,19,false,{0},NULL,NULL,NULL,NULL,1,0,{1},{1},NULL,NULL,NULL
1249,607,609,0,0,0,1,3,0,0,0,4,20,false,"{0,100}",NULL,NULL,NULL,NULL,2,0,"{0.718714,0.281286}",{0.929419},NULL,NULL,NULL
1249,1070,0,0,0,0,1,0,0,0,0,33,21,false,"{""{=r/postgres}""}",NULL,NULL,NULL,NULL,1,0.997704,{0.00229621},NULL,NULL,NULL,NULL
1249,0,0,0,0,0,0,0,0,0,0,0,22,false,NULL,NULL,NULL,NULL,NULL,0,1,NULL,NULL,NULL,NULL,NULL
1249,0,0,0,0,0,0,0,0,0,0,0,23,false,NULL,NULL,NULL,NULL,NULL,0,1,NULL,NULL,NULL,NULL,NULL
1249,0,0,0,0,0,0,0,0,0,0,0,24,false,NULL,NULL,NULL,NULL,NULL,0,1,NULL,NULL,NULL,NULL,NULL
1255,93,660,660,0,0,1,2,3,0,0,64,1,false,"{max,min,in_range,overlaps,has_column_privilege,ts_headline,int4,date_part,generate_series,int8,length,numeric,substring,sum,to_char,avg,abs,float4,float8,has_any_column_privilege,has_database_privilege,has_foreign_data_wrapper_privilege,has_function_privilege,has_language_privilege,has_schema_privilege,has_sequence_privilege,has_server_privilege,has_table_privilege,has_tablespace_privilege,has_type_privilege,int2,overlay,pg_has_role,point,stddev,stddev_pop,stddev_samp,text,time,timestamptz,timezone,to_tsvector,var_pop,var_samp,variance,age,isfinite,pg_get_viewdef,timestamp,trunc,bit_and,bit_or,box,mod,octet_length,percentile_cont,polygon,substr,ts_rank,ts_rank_cd,area,bit,bit_length,bpchar,btrim,circle,date,date_trunc,gin_extract_tsquery,gin_tsquery_consistent,interval,ishorizontal,isvertical,jsonb_delete,lag,lead,like,log,money,name,notlike,pg_read_binary_file,pg_read_file,position,round,timetz,to_ascii,width_bucket,abbrev,abstime,array_agg,array_fill,array_position,array_to_json,array_to_string,bool,ceil,ceiling,center,char}","{RI_FKey_cascade_del,abstimeeq,anyarray_out,array_larger,ascii_to_mic,bit_out,booland_statefunc,box_eq,bpchar_smaller,brin_inclusion_add_value,bthandler,bttidcmp,cash_div_int2,char_length,circle_above,circle_recv,cot,cursor_to_xmlschema,date_mi,dexp,dsimple_init,enum_recv,fdw_handler_out,float4ne,float8_regr_avgx,float8ne,get_byte,gist_box_consistent,gtsvector_consistent,hashfloat8,hashvarlenaextended,inet_merge,int24mi,int2ge,int2vectorrecv,int4_avg_accum,int4range,int84gt,int8gt,int8shr,interval_lt,iso_to_mic,json_extract_path_text,jsonb_array_element_text,jsonb_hash_extended,jsonb_to_tsvector,likesel,lo_import,lseg_horizontal,macaddr8_le,make_interval,mic_to_win866,neqjoinsel,npoints,numeric_in,numeric_smaller,oidlarger,on_sl,path_send,pg_advisory_xact_lock,pg_create_physical_replication_slot,pg_event_trigger_table_rewrite_reason,pg_get_replication_slots,pg_last_wal_replay_lsn,pg_lsn_out,pg_relation_is_publishable,pg_size_bytes,pg_stat_get_backend_wait_event,pg_stat_get_db_conflict_startup_deadlock,pg_stat_get_progress_info,pg_stat_reset,pg_try_advisory_xact_lock,point_below,poly_npoints,prsd_start,range_gist_consistent,rank_final,regconfigsend,regoperatorout,regroleout,row_security_active,set_config,slope,spg_range_quad_leaf_consistent,table_to_xml_and_xmlschema,textnlike,time_hash,timestamp_eq_timestamptz,timestamp_pl_interval,timestamptz_le_date,timetz_in,tintervallengt,to_regprocedure,ts_stat,tsqueryout,txid_current_if_assigned,utf8_to_big5,uuid_le,varcharin,win_to_utf8,xpath_exists}",NULL,NULL,NULL,-0.820331,0,"{0.0070922,0.0070922,0.00540358,0.00439041,0.00405269,0.00405269,0.00303951,0.00270179,0.00270179,0.00270179,0.00270179,0.00270179,0.00270179,0.00270179,0.00270179,0.00236407,0.00202634,0.00202634,0.00202634,0.00202634,0.00202634,0.00202634,0.00202634,0.00202634,0.00202634,0.00202634,0.00202634,0.00202634,0.00202634,0.00202634,0.00202634,0.00202634,0.00202634,0.00202634,0.00202634,0.00202634,0.00202634,0.00202634,0.00202634,0.00202634,0.00202634,0.00202634,0.00202634,0.00202634,0.00202634,0.00168862,0.00168862,0.00168862,0.00168862,0.00168862,0.00135089,0.00135089,0.00135089,0.00135089,0.00135089,0.00135089,0.00135089,0.00135089,0.00135089,0.00135089,0.00101317,0.00101317,0.00101317,0.00101317,0.00101317,0.00101317,0.00101317,0.00101317,0.00101317,0.00101317,0.00101317,0.00101317,0.00101317,0.00101317,0.00101317,0.00101317,0.00101317,0.00101317,0.00101317,0.00101317,0.00101317,0.00101317,0.00101317,0.00101317,0.00101317,0.00101317,0.00101317,0.00101317,0.000675447,0.000675447,0.000675447,0.000675447,0.000675447,0.000675447,0.000675447,0.000675447,0.000675447,0.000675447,0.000675447,0.000675447}",NULL,{0.229711},NULL,NULL
1255,607,609,0,0,0,1,3,0,0,0,4,2,false,"{11,12806}",NULL,NULL,NULL,NULL,2,0,"{0.995947,0.00405269}",{1},NULL,NULL,NULL
1255,607,609,0,0,0,1,3,0,0,0,4,3,false,{10},NULL,NULL,NULL,NULL,1,0,{1},{1},NULL,NULL,NULL
1255,607,609,0,0,0,1,3,0,0,0,4,4,false,"{12,13,14}",NULL,NULL,NULL,NULL,3,0,"{0.947315,0.0314083,0.0212766}",{0.966874},NULL,NULL,NULL
1255,620,622,0,0,0,1,3,0,0,0,4,5,false,"{1,100,10,1000}",NULL,NULL,NULL,NULL,4,0,"{0.965214,0.0226275,0.0108072,0.00135089}",{0.982809},NULL,NULL,NULL
1255,620,622,622,0,0,1,2,3,0,0,4,6,false,"{0,1000,100,10,16,20,10000}","{1,3,23,50,400}",NULL,NULL,NULL,12,0,"{0.973995,0.0121581,0.00810537,0.00202634,0.000675447,0.000675447,0.000675447}",NULL,{0.982845},NULL,NULL
1255,607,609,0,0,0,1,3,0,0,0,4,7,false,"{0,2276,25}",NULL,NULL,NULL,NULL,3,0,"{0.990544,0.00641675,0.00303951}",{0.994546},NULL,NULL,NULL
1255,607,609,609,0,0,1,2,3,0,0,4,8,false,"{-,timestamp_transform,time_transform,timestamp_izone_transform,timestamp_zone_transform}","{varchar_transform,numeric_transform,varbit_transform,interval_transform}",NULL,NULL,NULL,9,0,"{0.995947,0.000675447,0.000675447,0.000675447,0.000675447}",NULL,{0.991043},NULL,NULL
1255,92,631,0,0,0,1,3,0,0,0,1,9,false,"{f,a,w}",NULL,NULL,NULL,NULL,3,0,"{0.948328,0.0466059,0.00506586}",{0.8797},NULL,NULL,NULL
1255,91,58,0,0,0,1,3,0,0,0,1,10,false,{f},NULL,NULL,NULL,NULL,1,0,{1},{1},NULL,NULL,NULL
1255,91,58,0,0,0,1,3,0,0,0,1,11,false,"{f,t}",NULL,NULL,NULL,NULL,2,0,"{0.917595,0.0824046}",{0.70336},NULL,NULL,NULL
1255,91,58,0,0,0,1,3,0,0,0,1,12,false,"{t,f}",NULL,NULL,NULL,NULL,2,0,"{0.89463,0.10537}",{0.735377},NULL,NULL,NULL
1255,91,58,0,0,0,1,3,0,0,0,1,13,false,"{f,t}",NULL,NULL,NULL,NULL,2,0,"{0.973995,0.0260047}",{0.983154},NULL,NULL,NULL
1255,92,631,0,0,0,1,3,0,0,0,1,14,false,"{i,s,v}",NULL,NULL,NULL,NULL,3,0,"{0.703479,0.193516,0.103006}",{0.758653},NULL,NULL,NULL
1255,92,631,0,0,0,1,3,0,0,0,1,15,false,"{s,r,u}",NULL,NULL,NULL,NULL,3,0,"{0.921986,0.0469436,0.0310706}",{0.858271},NULL,NULL,NULL
1255,94,95,0,0,0,1,3,0,0,0,2,16,false,"{2,1,3,5,0,4,7,8,6}",NULL,NULL,NULL,NULL,9,0,"{0.422155,0.38433,0.0685579,0.0472813,0.0432286,0.0276933,0.00405269,0.00168862,0.00101317}",{0.360751},NULL,NULL,NULL
1255,94,95,0,0,0,1,3,0,0,0,2,17,false,"{0,1,2}",NULL,NULL,NULL,NULL,4,0,"{0.995272,0.00371496,0.000675447}",{0.999937},NULL,NULL,NULL
1255,607,609,609,0,0,1,2,3,0,0,4,18,false,"{16,23,701,2278,20,25,17,2275,1700,2281,2249,1184,1186,21,600,700,3802,790,114,1114,2277,26,2283,142,869,3614,1560,2279,3615,1083,3220,19,603,1082,1266,702,1009,602,718,1042,3500,18,27,774,3831,325,829,1022,604,650,2205,601,1016,1187,703,704,1043,1562,2206,24,628,1007,1034,2202,2203,2204,2276,2970,3310,3734,3904,3912,3926,4089,4096,22,28,29,30,32,143,194,705,1033,2280,2282,2950,3361,3402,3642,3769,3906,3908,3910}","{210,1003,2776,3115,3838}",NULL,NULL,NULL,99,0,"{0.250253,0.0766633,0.0742992,0.0607903,0.0594394,0.0547112,0.0351233,0.0341101,0.0330969,0.0310706,0.0233029,0.0148598,0.0108072,0.0101317,0.00979399,0.00979399,0.00979399,0.00911854,0.00878082,0.00810537,0.00776765,0.00742992,0.0070922,0.00675447,0.00675447,0.00675447,0.00607903,0.0057413,0.0057413,0.00540358,0.00506586,0.00472813,0.00472813,0.00472813,0.00472813,0.00371496,0.00371496,0.00337724,0.00303951,0.00303951,0.00303951,0.00270179,0.00270179,0.00270179,0.00270179,0.00236407,0.00236407,0.00236407,0.00202634,0.00202634,0.00202634,0.00168862,0.00168862,0.00168862,0.00135089,0.00135089,0.00135089,0.00135089,0.00135089,0.00101317,0.00101317,0.00101317,0.00101317,0.00101317,0.00101317,0.00101317,0.00101317,0.00101317,0.00101317,0.00101317,0.00101317,0.00101317,0.00101317,0.00101317,0.00101317,0.000675447,0.000675447,0.000675447,0.000675447,0.000675447,0.000675447,0.000675447,0.000675447,0.000675447,0.000675447,0.000675447,0.000675447,0.000675447,0.000675447,0.000675447,0.000675447,0.000675447,0.000675447,0.000675447}",NULL,{0.372765},NULL,NULL
1255,649,645,645,0,0,1,2,3,0,0,31,19,false,"{2281,"""",26,""23 23 2275 2281 23"",2275,25,23,""25 25"",701,20,""2281 2281"",1700,""23 23"",""701 701"",21,""1700 1700"",700,3802,""20 20"",""603 603"",""2281 26 2281 23"",""2281 26 2281 21 2281"",""600 600"",""718 718"",""869 869"",""3831 3831"",""21 21"",869,1022,2276,""17 17"",1186,2205,""20 23"",""26 25"",""2275 26 23"",602,2277,""601 601"",""1042 1042"",""2249 2249"",""2281 26 23"",114,""21 23"",""23 20"",""604 604"",""700 700"",""1114 1114"",""1184 1184"",""2277 2277"",""26 25 25"",603,1184,2283,""20 21"",""21 20"",""26 23"",""790 790"",""1082 1082"",""3615 3615"",""19 26 25"",""26 26 25"",19,1042,1114,3831,""19 25"",""23 21"",""700 701"",""701 700"",""1186 1186"",""1560 1560"",""3802 3802"",""19 25 25"",16,17,601,604,718,1263,1560,""16 16"",""26 26"",""704 704"",""1083 1083"",""3500 3500"",""25 25 25"",""2281 2281 2281"",702,3500,""27 27"",""702 702"",""774 774"",""829 829"",""1266 1266"",""3220 3220"",""25 23"",""602 602"",""628 628"",""1042 25""}","{18,24,28,30,194,628,703,774,790,829,1033,1082,1083,1266,2204,2279,2950,3220,3614,3615,3904,""17 19"",""17 2281"",""18 18"",""19 19"",""20 2970"",""25 16"",""25 27"",""25 1114"",""25 1266"",""26 16"",""26 27"",""30 30"",""114 23"",""142 142"",""600 603"",""600 701"",""601 628"",""603 600"",""628 603"",""701 1186"",""703 703"",""704 703"",""718 604"",""790 700"",""1005 1005"",""1016 1016"",""1033 1033"",""1082 1083"",""1082 1184"",""1082 1186"",""1114 20"",""1114 1082"",""1114 1186"",""1184 1082"",""1184 1114"",""1186 1082"",""1187 1186"",""1560 23"",""1562 1562"",""2205 16"",""2276 2276"",""2277 25"",""2281 20"",""2281 23"",""2281 1700"",""2281 2283"",""2283 1007"",""2950 2950"",""3500 20"",""3614 3614"",""3615 25"",""3734 114"",""3802 25"",""3802 3615"",""17 17 23"",""20 20 20"",""23 23 25"",""25 23 23"",""25 1009 1009"",""26 26 23"",""1042 23 16"",""1560 23 23"",""2277 23 16"",""2281 1022 2283"",""2283 1007 1007"",""3734 114 3615"",""17 17 23 23"",""19 3220 23 1009"",""25 25 21 2281"",""26 26 25 25"",""1114 1114 1114 1186"",""1560 1560 23 23"",""2281 2281 2281 2281"",""3802 1009 3802 16"",""700 700 701 16 16"",""1790 23 16 16 25"",""2281 869 21 26 2281"",""2281 21 3615 23 2281 2281"",""2281 21 3802 23 2281 2281 2281"",""2281 21 3802 23 2281 2281 2281 2281""}",NULL,NULL,NULL,-0.181695,0,"{0.0469436,0.0432286,0.0398514,0.0297197,0.025667,0.0226275,0.0216143,0.0209389,0.0199257,0.0148598,0.0148598,0.0131712,0.0121581,0.0108072,0.00844309,0.00844309,0.00742992,0.00742992,0.00742992,0.00742992,0.00742992,0.0070922,0.00641675,0.00641675,0.00641675,0.00641675,0.00607903,0.00540358,0.00540358,0.00540358,0.00540358,0.00506586,0.00506586,0.00506586,0.00506586,0.00506586,0.00472813,0.00472813,0.00472813,0.00472813,0.00472813,0.00472813,0.00439041,0.00439041,0.00439041,0.00439041,0.00439041,0.00439041,0.00439041,0.00439041,0.00439041,0.00405269,0.00405269,0.00405269,0.00405269,0.00405269,0.00405269,0.00405269,0.00405269,0.00405269,0.00405269,0.00405269,0.00371496,0.00371496,0.00371496,0.00371496,0.00371496,0.00371496,0.00371496,0.00371496,0.00371496,0.00371496,0.00371496,0.00371496,0.00337724,0.00337724,0.00337724,0.00337724,0.00337724,0.00337724,0.00337724,0.00337724,0.00337724,0.00337724,0.00337724,0.00337724,0.00337724,0.00337724,0.00303951,0.00303951,0.00303951,0.00303951,0.00303951,0.00303951,0.00303951,0.00303951,0.00270179,0.00270179,0.00270179,0.00270179}",NULL,{0.158474},NULL,NULL
1255,1070,1072,1072,607,607,1,2,3,4,5,41,20,false,"{""{2276}"",""{2281,2276}"",""{3802,1009}"",""{19,3220,23,1009,3220,28,17}"",""{19,3220,23,1009,3220,28,25}"",""{25,20,1184}"",""{25,2276}"",""{114,1009}""}","{""{16,16,3220,25,25}"",""{19,16,16,19,3220}"",""{19,19,16,25,3220}"",""{19,19,25,26,16,16,23,28,28,3220,3220}"",""{19,25,16,16,19,1003,25}"",""{19,25,25}"",""{19,25,25,25}"",""{19,3220,19,3220}"",""{20,25,1184,20,25,1184,1184}"",""{23,23,20,1184}"",""{23,23,23,23,23,23,23,23,23,16,16,23}"",""{23,25,1009,1009,25,25,25,1009,25}"",""{23,25,3220,23,3220,23,1184,1184,3220,1184,25,25,23,25}"",""{23,25,3220,3220,3220,3220,1186,1186,1186,23,25}"",""{23,26,23,26,25,25,25,25,25,1184,1184,1184,1184,869,25,23,28,28,25,16,25,25,23,16,25}"",""{25,16,20,1184,1184,1184,1184,16}"",""{25,18,25}"",""{25,20,1184,1184,1184,1184,16}"",""{25,23,23,25,25,16,25}"",""{25,23,25,25}"",""{25,23,26,26,20,20,20,20,20,20,20,20,20,20}"",""{25,25}"",""{25,25,16,16,16,1184}"",""{25,25,23,23}"",""{25,25,23,25}"",""{25,25,25,23,23}"",""{25,25,25,25,25,25,25,25,25,25,25,1009,25,25,25,23,16}"",""{25,25,25,25,3770,3769,1009}"",""{25,25,1184,2211,16}"",""{25,25,1186,16}"",""{25,26}"",""{25,26,26,23,21,25,28,26,26,21,25,23,25,16,16}"",""{25,1009,1009,26,26,23}"",""{25,1186,16}"",""{26}"",""{26,20,20,20,20,16,20,26}"",""{26,23,25,25}"",""{26,25,23,25}"",""{26,25,3220,3220}"",""{26,26,23,16,16,16,25,25,25,25,1009,1009}"",""{26,26,23,25,25,25,25}"",""{26,26,23,25,25,25,25,16,32}"",""{26,26,23,25,1009,1009}"",""{26,26,26,23,3220,1184,1184,3220,1184}"",""{28,25,1184,26,26}"",""{28,28,25}"",""{28,1184}"",""{114,25}"",""{114,25,25}"",""{114,25,114}"",""{114,114}"",""{1009,25,25}"",""{1034,26,26,25,16}"",""{2277,2283,23}"",""{3220,23,3220,3220,16}"",""{3220,25,23}"",""{3220,3220,25,23,23,16,25,26,28,28,28,26,28,28,26,28,28,1184}"",""{3614,25,1005,1009}"",""{3734,25,25,25,25,3770,3769,1009}"",""{3802,25}"",""{3802,25,25}"",""{3802,25,3802}"",""{3802,3802}""}",NULL,"{16,17,18,19,20,21,23,25,26,28,32,114,869,1003,1005,1009,1034,1184,1186,2211,2276,2277,2281,2283,3220,3614,3734,3769,3770,3802}",NULL,71,0.968929,"{0.00371496,0.00168862,0.00101317,0.000675447,0.000675447,0.000675447,0.000675447,0.000675447}",NULL,{-0.0604164},"{0.23913,0.0217391,0.0108696,0.119565,0.0869565,0.0108696,0.336957,0.619565,0.206522,0.119565,0.0108696,0.0652174,0.0108696,0.0108696,0.0108696,0.195652,0.0108696,0.152174,0.0326087,0.0108696,0.195652,0.0108696,0.0543478,0.0108696,0.173913,0.0108696,0.0108696,0.0217391,0.0217391,0.076087,0.0108696,0.619565,0}","{1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,6,6,6,6,6,7,7,7,2.86957}"
1255,1070,1072,1072,92,92,1,2,3,4,5,26,21,false,"{""{i,v}"",""{v}"",""{i,o,o}"",""{i,o}"",""{i,o,o,o}"",""{o,o,o}"",""{i,i,i,v,o,o,o}"",""{i,i,o,o}"",""{o,o,o,o}"",""{o,o,o,o,o}"",""{o,o,o,o,o,o,o}"",""{i,i,i,o,o}"",""{i,i,i,o,o,o}"",""{i,i,o,o,o}"",""{i,i,o,o,o,o,o,o}"",""{i,o,o,o,o,o,o}"",""{o,o}"",""{o,o,o,o,o,o,o,o,o}"",""{o,o,o,o,o,o,o,o,o,o,o}"",""{o,o,o,o,o,o,o,o,o,o,o,o}""}","{""{i,i,i,o,o,o,o}"",""{i,i,i,v}"",""{i,o,o,o,o}"",""{i,o,o,o,o,o,o,o}"",""{i,o,o,o,o,o,o,o,o}"",""{i,o,o,o,o,o,o,o,o,o,o,o,o,o}"",""{i,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o}"",""{o}"",""{o,o,o,o,o,o}"",""{o,o,o,o,o,o,o,o,o,o,o,o,o,o}"",""{o,o,o,o,o,o,o,o,o,o,o,o,o,o,o}"",""{o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o}"",""{o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o}""}",NULL,"{i,o,v}",NULL,33,0.968592,"{0.00405269,0.00371496,0.00270179,0.00168862,0.00168862,0.00168862,0.00135089,0.00101317,0.00101317,0.00101317,0.00101317,0.000675447,0.000675447,0.000675447,0.000675447,0.000675447,0.000675447,0.000675447,0.000675447,0.000675447}",NULL,{-0.0669183},"{0.580645,0.741935,0.301075,0.301075,0.741935,0}","{1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,1.62366}"
